nreads-total	nreads-Pedino	relative_abundance	abundance_percent
76816	2.0	2.603624244948969e-05	0.002603624244948969
29738	1.0	3.362700921380053e-05	0.0033627009213800527
54817	1.0	1.8242516007807798e-05	0.0018242516007807798
91078	1.3333333333333333	1.463946653783936e-05	0.001463946653783936
100076	6.666666666666667	6.661603847742383e-05	0.006661603847742383
136308	1.8	1.3205387798221674e-05	0.0013205387798221674
137525	1.3333333333333333	9.695206932072956e-06	0.0009695206932072956
66833	1.0	1.4962668142983257e-05	0.0014962668142983256
82811	2.0	2.4151380855200397e-05	0.0024151380855200397
4298	1.0	0.00023266635644485808	0.02326663564448581
78364	1.0	1.2760961666071155e-05	0.0012760961666071155
77284	1.0	1.2939288856684436e-05	0.0012939288856684435
172914	6.25	3.6145135732213704e-05	0.0036145135732213703
78848	1.0	1.2682629870129871e-05	0.001268262987012987
19607	1.3333333333333333	6.80029241257374e-05	0.00680029241257374
64026	3.25	5.076062849467404e-05	0.005076062849467404
210212	2.5714285714285716	1.2232548909808058e-05	0.0012232548909808059
143984	1.8333333333333333	1.2732896247731228e-05	0.001273289624773123
15185	4.0	0.0002634178465591044	0.02634178465591044
45241	5.666666666666667	0.00012525511519786625	0.012525511519786625
5339	2.0	0.00037460198539052256	0.037460198539052254
103461	3.8333333333333335	3.705099828276677e-05	0.003705099828276677
58672	3.0	5.113171529860922e-05	0.005113171529860922
297930	4.4	1.4768569798274764e-05	0.0014768569798274764
159803	2.1666666666666665	1.3558360397906588e-05	0.0013558360397906589
10276	1.0	9.731413001167769e-05	0.009731413001167769
56924	11.5	0.00020202375096620056	0.020202375096620057
76095	3.6	4.730928444707274e-05	0.004730928444707274
96668	35.5	0.0003672363139818761	0.03672363139818761
33878	1.5	4.427652163646024e-05	0.004427652163646024
48281	1.5	3.1068122035583354e-05	0.0031068122035583356
56532	3.5	6.191183754333828e-05	0.006191183754333828
6112	1.0	0.0001636125654450262	0.016361256544502618
356774	4.5	1.2613026734010887e-05	0.0012613026734010887
96743	7.0	7.235665629554593e-05	0.007235665629554593
25975	3.0	0.00011549566891241578	0.011549566891241578
7438	1.5	0.00020166711481581071	0.02016671148158107
43809	12.5	0.0002853294985048734	0.028532949850487342
24771	5.5	0.00022203382988171652	0.022203382988171653
14394	8.0	0.0005557871335278589	0.055578713352785886
34176	2.5	7.315074906367041e-05	0.007315074906367042
56113	3.0	5.3463546771692836e-05	0.0053463546771692835
21462	26.0	0.0012114434815021899	0.12114434815021899
23351	1.0	4.282471842747634e-05	0.004282471842747634
19366	1.6666666666666667	8.606148232297154e-05	0.008606148232297153
209327	10.666666666666666	5.095695570407385e-05	0.005095695570407384
7860	1.0	0.0001272264631043257	0.01272264631043257
18866	3.5	0.00018551892293013888	0.018551892293013888
50903	6.0	0.0001178712453097067	0.01178712453097067
30441	5.5	0.0001806773759074932	0.018067737590749318
267521	11.625	4.345453254137058e-05	0.004345453254137058
215732	6.0	2.7812285613631728e-05	0.0027812285613631727
115195	4.75	4.1234428577629235e-05	0.004123442857762924
65818	2.0	3.038682427299523e-05	0.003038682427299523
31706	1.0	3.153977165205324e-05	0.003153977165205324
196151	7.166666666666667	3.6536477849547885e-05	0.0036536477849547886
140889	30.0	0.00021293358601452207	0.021293358601452206
24771	3.0	0.00012110936175366356	0.012110936175366356
62665	1.5	2.3936806829968883e-05	0.0023936806829968882
41358	1.5	3.626867836936022e-05	0.0036268678369360224
2537	1.0	0.00039416633819471815	0.039416633819471816
34402	1.6	4.650892389977327e-05	0.0046508923899773276
61369	1.0	1.6294872003780412e-05	0.0016294872003780412
180066	3.5	1.943731742805416e-05	0.001943731742805416
32478	4.0	0.00012316029312149762	0.012316029312149762
270897	16.4	6.0539614687501146e-05	0.006053961468750114
83097	43.0	0.000517467537937591	0.05174675379375911
292738	5.333333333333333	1.821879405247468e-05	0.001821879405247468
20226	1.0	4.9441313161277566e-05	0.004944131316127757
66049	3.0	4.5420823933746156e-05	0.004542082393374615
134888	3.5	2.5947452701500504e-05	0.00259474527015005
13947	1.0	7.170000717000071e-05	0.0071700007170000715
22856	1.3333333333333333	5.8336250145840624e-05	0.0058336250145840625
262159	21.75	8.296491823664265e-05	0.008296491823664265
18698	1.0	5.3481655792063325e-05	0.005348165579206332
27641	1.0	3.617814116710683e-05	0.0036178141167106832
53113	1.0	1.8827782275525767e-05	0.0018827782275525767
64101	3.3333333333333335	5.200126883095948e-05	0.005200126883095948
127389	3.0	2.3549914042813742e-05	0.0023549914042813743
4794	1.0	0.00020859407592824363	0.020859407592824362
29635	1.6666666666666667	5.623980653506552e-05	0.0056239806535065525
107750	10.5	9.74477958236659e-05	0.00974477958236659
18701	1.0	5.347307630607989e-05	0.005347307630607989
156602	6.666666666666667	4.2570763251214334e-05	0.0042570763251214335
357647	12.0	3.3552637097473207e-05	0.0033552637097473206
207002	10.0	4.830871199312084e-05	0.004830871199312084
108329	2.8333333333333335	2.6154892349540137e-05	0.0026154892349540136
16819	3.0	0.0001783697009334681	0.01783697009334681
173572	8.0	4.609038324153665e-05	0.004609038324153665
12448	2.6666666666666665	0.00021422450728363323	0.021422450728363324
230550	20.25	8.783344176968119e-05	0.00878334417696812
14050	12.0	0.0008540925266903915	0.08540925266903915
36218	1.75	4.831851565519907e-05	0.004831851565519907
224145	13.0	5.7998170826920076e-05	0.005799817082692007
181815	4.666666666666667	2.566711584119389e-05	0.002566711584119389
234214	3.625	1.547729853894302e-05	0.001547729853894302
29735	1.6666666666666667	5.605066980550418e-05	0.005605066980550418
189076	6.0	3.173327127715839e-05	0.0031733271277158393
36759	3.0	8.161266628580756e-05	0.008161266628580757
39488	1.0	2.532414910858995e-05	0.002532414910858995
65780	6.0	9.121313469139557e-05	0.009121313469139556
37568	2.0	5.323679727427598e-05	0.005323679727427598
20837	1.0	4.799155348658636e-05	0.004799155348658636
14837	1.0	6.739906989283548e-05	0.006739906989283548
75024	1.5	1.999360204734485e-05	0.001999360204734485
19814	1.0	5.04693650953871e-05	0.00504693650953871
7240	1.0	0.00013812154696132598	0.013812154696132598
23210	2.0	8.616975441619992e-05	0.008616975441619991
33005	1.0	3.0298439630359037e-05	0.0030298439630359036
13367	1.0	7.481110196753198e-05	0.007481110196753198
11526	120.0	0.010411244143675169	1.041124414367517
27267	1.5	5.501155242600946e-05	0.005501155242600946
15367	1.0	6.507451031430989e-05	0.006507451031430989
101131	38.0	0.00037575026450840986	0.03757502645084099
12228	1.5	0.0001226692836113837	0.01226692836113837
102222	63.75	0.0006236426600927394	0.06236426600927394
11340	1.0	8.818342151675486e-05	0.008818342151675486
8152	1.5	0.00018400392541707556	0.018400392541707555
363310	11.5	3.165340893451873e-05	0.0031653408934518732
23472	1.0	4.2603953646898434e-05	0.004260395364689844
351321	28.0	7.969919247639623e-05	0.007969919247639623
29508	1.0	3.3889114816320995e-05	0.0033889114816320993
68692	148.0	0.002154544925173237	0.2154544925173237
19129	4.0	0.00020910659208531548	0.020910659208531548
8900	2.0	0.00022471910112359551	0.02247191011235955
35602	5.0	0.00014044154822762765	0.014044154822762766
73414	10.0	0.0001362138011823358	0.01362138011823358
3690	1.0	0.00027100271002710027	0.02710027100271003
28776	1.0	3.475118154017237e-05	0.0034751181540172366
30484	9.0	0.00029523684555832566	0.029523684555832565
22467	1.0	4.4509725374994435e-05	0.0044509725374994435
59803	31.5	0.0005267294282895507	0.05267294282895507
23812	1.0	4.199563245422476e-05	0.0041995632454224765
20632	2.3333333333333335	0.00011309293007625696	0.011309293007625695
8435	1.0	0.00011855364552459988	0.011855364552459988
80144	3.3333333333333335	4.1591801424103284e-05	0.0041591801424103285
95413	1.0	1.0480752098770608e-05	0.0010480752098770607
114889	15.0	0.0001305608021655685	0.01305608021655685
231451	16.0	6.912910292027255e-05	0.006912910292027254
69135	15.0	0.00021696680407897592	0.021696680407897594
288667	11.0	3.810619156328919e-05	0.003810619156328919
251266	1.0	3.979846059554417e-06	0.0003979846059554417
195693	22.75	0.00011625351954336639	0.011625351954336638
84531	12.333333333333334	0.00014590308092100334	0.014590308092100334
180276	2.8	1.553174022055071e-05	0.0015531740220550711
86053	5.3	6.158995037941733e-05	0.0061589950379417335
228885	5.8	2.534023636323918e-05	0.002534023636323918
71717	2.25	3.137331455582359e-05	0.003137331455582359
124018	2.5	2.0158364108435872e-05	0.002015836410843587
120605	28.5	0.00023630861075411467	0.02363086107541147
28749	1.0	3.4783818567602355e-05	0.0034783818567602357
175569	4.0	2.2783065347527183e-05	0.002278306534752718
145387	2.0	1.3756388122734494e-05	0.0013756388122734494
20988	1.0	4.76462740613684e-05	0.00476462740613684
171890	16.0	9.308278550235615e-05	0.009308278550235615
16303	1.0	6.133840397472858e-05	0.006133840397472857
99675	6.0	6.0195635816403313e-05	0.006019563581640332
22267	1.0	4.490950734270445e-05	0.004490950734270444
12907	1.0	7.74773378786705e-05	0.007747733787867049
135357	22.5	0.00016622708836632017	0.016622708836632017
14266	1.5	0.00010514510023832889	0.01051451002383289
14126	1.0	7.079144839303412e-05	0.007079144839303412
16055	1.0	6.228589224540641e-05	0.006228589224540642
110461	14.0	0.0001267415648962077	0.01267415648962077
78606	7.0	8.90517263313233e-05	0.00890517263313233
25263	2.0	7.91671614614258e-05	0.00791671614614258
7312	1.0	0.00013676148796498905	0.013676148796498906
18653	2.0	0.00010722135849461212	0.010722135849461212
10731	1.0	9.318796011555308e-05	0.009318796011555308
10385	5.0	0.00048146364949446316	0.04814636494944632
130080	39.0	0.00029981549815498155	0.029981549815498155
9527	1.0	0.00010496483677967881	0.01049648367796788
132676	11.5	8.667731918357502e-05	0.008667731918357503
11255	1.0	8.884940026654821e-05	0.008884940026654822
170058	3.0	1.7641040115725225e-05	0.0017641040115725225
17276	1.0	5.788376939106274e-05	0.005788376939106274
231546	39.0	0.00016843305433909462	0.016843305433909463
133272	162.0	0.0012155591572123178	0.12155591572123178
199964	5.0	2.5004500810145825e-05	0.0025004500810145826
169280	31.714285714285715	0.0001873480961382663	0.01873480961382663
176984	7.5	4.2376712019165574e-05	0.004237671201916557
91450	1.0	1.0934937124111537e-05	0.0010934937124111538
346761	4.8	1.3842387119658785e-05	0.0013842387119658785
3872	1.0	0.00025826446280991736	0.025826446280991736
285492	41.375	0.00014492525184593613	0.014492525184593612
45442	16.5	0.000363100215659522	0.0363100215659522
35291	1.0	2.8335836332209347e-05	0.0028335836332209346
197986	18.0	9.091551927914095e-05	0.009091551927914094
103260	39.0	0.0003776873910517141	0.03776873910517141
121690	24.5	0.00020133125154080038	0.02013312515408004
48861	14.5	0.00029676019729436566	0.029676019729436565
19793	1.0	5.052291214065579e-05	0.005052291214065579
78525	24.0	0.00030563514804202483	0.030563514804202482
14561	3.0	0.00020602980564521668	0.02060298056452167
13155	1.0	7.601672367920942e-05	0.007601672367920942
4628	1.0	0.000216076058772688	0.021607605877268798
9740	1.0	0.0001026694045174538	0.01026694045174538
11318	1.0	8.835483300936562e-05	0.008835483300936562
96158	1.0	1.0399550739408058e-05	0.0010399550739408057
23930	1.0	4.1788549937317175e-05	0.004178854993731718
21409	1.0	4.6709327852772196e-05	0.004670932785277219
69240	1.0	1.4442518775274408e-05	0.0014442518775274408
15988	5.0	0.00031273455091318487	0.031273455091318486
35150	3.0	8.534850640113798e-05	0.008534850640113797
60554	1.25	2.064273210687981e-05	0.002064273210687981
32263	1.0	3.099525772556799e-05	0.003099525772556799
39465	1.1111111111111112	2.81543421034109e-05	0.00281543421034109
39987	4.0	0.00010003251056593393	0.010003251056593393
39987	5.0	0.00012504063820741742	0.012504063820741743
65570	6.285714285714286	9.586265495980304e-05	0.009586265495980304
39230	6.5	0.00016568952332398674	0.016568952332398676
35845	1.5	4.1846840563537454e-05	0.004184684056353746
33346	1.3333333333333333	3.998480577380595e-05	0.003998480577380595
43150	1.4	3.244495944380069e-05	0.003244495944380069
51329	1.25	2.435270509848234e-05	0.002435270509848234
37774	1.125	2.9782390003706254e-05	0.0029782390003706256
33867	1.6666666666666667	4.921211405399553e-05	0.004921211405399553
71448	6.0	8.397715821296607e-05	0.008397715821296607
31393	1.0	3.185423502054598e-05	0.003185423502054598
50137	2.0	3.989069948341544e-05	0.003989069948341545
39529	1.4285714285714286	3.613983223889875e-05	0.003613983223889875
32022	3.0	9.368559115608019e-05	0.00936855911560802
35355	1.375	3.889124593409702e-05	0.003889124593409702
39470	1.0	2.5335697998479857e-05	0.002533569799847986
88765	1.0	1.1265701571565369e-05	0.0011265701571565368
93887	1.0	1.0651101856487053e-05	0.0010651101856487054
257242	1.0	3.887390084045373e-06	0.00038873900840453735
279228	1.0	3.581302734682768e-06	0.0003581302734682768
84206	1.0	1.187563831555946e-05	0.001187563831555946
90146	1.0	1.1093115612450913e-05	0.0011093115612450914
100632	1.0	9.937196915494078e-06	0.0009937196915494077
139307	1.0	7.17839017421953e-06	0.0007178390174219529
81215	1.0	1.2312996367666072e-05	0.0012312996367666073
33750	1.0	2.962962962962963e-05	0.002962962962962963
42085	1.0	2.376143519068552e-05	0.002376143519068552
52381	1.0	1.909089173555297e-05	0.0019090891735552968
57725	1.0	1.7323516673884798e-05	0.0017323516673884798
45847	3.0	6.543503391715924e-05	0.0065435033917159244
75654	2.3333333333333335	3.084216741128471e-05	0.0030842167411284714
163039	1.5	9.200252700274168e-06	0.0009200252700274169
98459	1.0	1.0156511847571071e-05	0.001015651184757107
144506	2.090909090909091	1.4469358302832345e-05	0.0014469358302832344
279585	4.0	1.4306919183790261e-05	0.001430691918379026
141455	4.0	2.8277544095295325e-05	0.0028277544095295327
179646	4.0	2.2266012045912516e-05	0.0022266012045912514
190194	1.0	5.257789415018349e-06	0.0005257789415018349
265958	7.333333333333333	2.7573275980919292e-05	0.0027573275980919292
140005	2.0	1.4285204099853576e-05	0.0014285204099853577
183656	1.5	8.167443481291109e-06	0.0008167443481291108
59693	1.0	1.6752383026485517e-05	0.0016752383026485517
35330	1.0	2.8304557033682423e-05	0.0028304557033682425
256342	1.0	3.901038456437104e-06	0.00039010384564371037
257780	1.0	3.879276902785321e-06	0.00038792769027853213
251149	2.5	9.954250265778482e-06	0.000995425026577848
209771	8.0	3.813682539531203e-05	0.0038136825395312032
211859	9.0	4.2481084117266675e-05	0.004248108411726667
260948	1.0	3.832181124208655e-06	0.0003832181124208655
260973	2.0	7.663628038149541e-06	0.0007663628038149541
244178	33.0	0.0001351473105685197	0.01351473105685197
244737	68.0	0.0002778492831079894	0.02778492831079894
237436	3.1	1.3056149867753837e-05	0.0013056149867753837
238173	3.4444444444444446	1.446194339595355e-05	0.001446194339595355
258701	1.9583333333333333	7.569871524784726e-06	0.0007569871524784725
260706	2.6842105263157894	1.029592923183889e-05	0.0010295929231838889
263741	2.269230769230769	8.60401215294842e-06	0.000860401215294842
266630	2.5555555555555554	9.584651222876479e-06	0.0009584651222876478
268992	1.826086956521739	6.788629239983862e-06	0.0006788629239983862
270843	1.75	6.461307842550851e-06	0.0006461307842550851
255262	2.0	7.835087086992972e-06	0.0007835087086992972
257365	2.0	7.771064441551881e-06	0.0007771064441551881
667924	3.94	5.8988747222737915e-06	0.0005898874722273791
249405	2.857142857142857	1.1455836319010675e-05	0.0011455836319010674
253247	3.260869565217391	1.2876241634520413e-05	0.0012876241634520414
190399	2.0	1.0504256850088498e-05	0.0010504256850088498
190931	1.2608695652173914	6.603797001101923e-06	0.0006603797001101924
254100	3.9545454545454546	1.556294944724697e-05	0.0015562949447246969
255890	4.055555555555555	1.584882393042149e-05	0.001584882393042149
286105	2.3529411764705883	8.22404773237304e-06	0.0008224047732373039
287271	2.1052631578947367	7.328491765248621e-06	0.000732849176524862
298769	3.0	1.0041202400516787e-05	0.0010041202400516787
301444	6.0	1.9904194477249505e-05	0.0019904194477249506
210478	1.75	8.314408156671955e-06	0.0008314408156671956
210405	1.5217391304347827	7.232428556520913e-06	0.0007232428556520913
208330	1.5	7.200115201843229e-06	0.0007200115201843229
210613	1.5294117647058822	7.261715870843121e-06	0.0007261715870843121
262715	2.0	7.612812363207278e-06	0.0007612812363207278
263308	2.0285714285714285	7.704176966030005e-06	0.0007704176966030005
603911	5.035714285714286	8.338503994320828e-06	0.0008338503994320828
578465	5.482758620689655	9.478116430016778e-06	0.0009478116430016777
551236	3.4054054054054053	6.17776307317629e-06	0.000617776307317629
501245	9.407407407407407	1.8768082289912928e-05	0.0018768082289912927
571066	6.288888888888889	1.1012543014098e-05	0.0011012543014098
597678	4.214285714285714	7.051097270245373e-06	0.0007051097270245373
530182	3.0	5.658434273513624e-06	0.0005658434273513624
540589	2.0	3.6996683247346874e-06	0.00036996683247346874
468879	1.8928571428571428	4.036984260026879e-06	0.00040369842600268785
531988	2.0	3.759483296615713e-06	0.0003759483296615713
559810	1.2142857142857142	2.169103292698798e-06	0.00021691032926987982
574765	1.4285714285714286	2.485487857770443e-06	0.0002485487857770443
528724	1.864864864864865	3.5271046233287403e-06	0.00035271046233287403
493891	2.8444444444444446	5.7592554722488256e-06	0.0005759255472248825
543066	3.109375	5.72559320598233e-06	0.000572559320598233
627792	7.016393442622951	1.1176302728647308e-05	0.001117630272864731
586685	4.466666666666667	7.61339844493496e-06	0.000761339844493496
622748	6.022222222222222	9.670399940621603e-06	0.0009670399940621603
572885	4.851851851851852	8.469154981980418e-06	0.0008469154981980418
649688	2.8333333333333335	4.361067671456658e-06	0.0004361067671456658
274229	1.2962962962962963	4.727057664566097e-06	0.00047270576645660974
275384	1.5555555555555556	5.648678047945979e-06	0.000564867804794598
284268	1.5263157894736843	5.3692845817105135e-06	0.0005369284581710513
285174	1.7142857142857142	6.011367495934813e-06	0.0006011367495934813
569671	3.625	6.363321987603371e-06	0.0006363321987603372
494588	3.727272727272727	7.536116378223344e-06	0.0007536116378223344
516227	3.2916666666666665	6.376393847409505e-06	0.0006376393847409504
583075	3.9743589743589745	6.816205418443552e-06	0.0006816205418443553
664671	5.108108108108108	7.685167711707157e-06	0.0007685167711707157
601389	4.294117647058823	7.140332874493586e-06	0.0007140332874493586
601846	5.093023255813954	8.462336304991565e-06	0.0008462336304991565
511876	3.259259259259259	6.367282817047994e-06	0.0006367282817047995
539200	22.25	4.126483679525223e-05	0.004126483679525223
242604	4.166666666666667	1.7174764911817888e-05	0.0017174764911817887
244569	3.111111111111111	1.2720790906088308e-05	0.0012720790906088307
293420	1.5833333333333333	5.396132960716152e-06	0.0005396132960716152
296119	1.3793103448275863	4.6579596203809494e-06	0.00046579596203809493
230740	1.75	7.5842940105746725e-06	0.0007584294010574672
232627	1.8214285714285714	7.829824446124359e-06	0.0007829824446124358
288365	2.090909090909091	7.250911486862451e-06	0.0007250911486862451
290310	2.6363636363636362	9.08120159954406e-06	0.0009081201599544061
293993	4.769230769230769	1.622225960900691e-05	0.0016222259609006912
296996	6.1	2.0538997158210884e-05	0.0020538997158210883
236213	3.0	1.2700401756042216e-05	0.0012700401756042215
236759	3.142857142857143	1.3274499144096498e-05	0.0013274499144096499
264738	2.375	8.97113372466363e-06	0.000897113372466363
267277	2.1621621621621623	8.08959305201032e-06	0.000808959305201032
252674	3.75	1.4841257905443377e-05	0.0014841257905443377
253403	4.2727272727272725	1.6861391825381992e-05	0.001686139182538199
300480	2.2083333333333335	7.349352147674832e-06	0.0007349352147674831
302697	2.7142857142857144	8.967005666675634e-06	0.0008967005666675634
228995	1.793103448275862	7.830317029960751e-06	0.0007830317029960751
232076	2.0	8.61786656095417e-06	0.0008617866560954171
223834	2.7058823529411766	1.2088790590085406e-05	0.0012088790590085406
224372	2.6	1.158789866828303e-05	0.001158789866828303
244473	2.0	8.180862508334254e-06	0.0008180862508334254
246354	1.65	6.69767894980394e-06	0.000669767894980394
247878	1.8863636363636365	7.610048638296406e-06	0.0007610048638296407
248835	1.7	6.831836357425603e-06	0.0006831836357425602
289299	2.8181818181818183	9.74141569166094e-06	0.000974141569166094
292121	2.0	6.846478000554565e-06	0.0006846478000554565
304172	2.425	7.972462948594874e-06	0.0007972462948594873
307026	2.7948717948717947	9.103045979401727e-06	0.0009103045979401728
15778	1.0	6.337938902268983e-05	0.006337938902268982
16396	1.0	6.0990485484264454e-05	0.006099048548426445
6234	6.0	0.0009624639076034649	0.0962463907603465
13901	3.0	0.00021581181209984893	0.021581181209984892
27992	1.0	3.572449271220349e-05	0.003572449271220349
27477	1.0	3.639407504458274e-05	0.003639407504458274
22686	1.0	4.4080049369655294e-05	0.0044080049369655296
19608	1.2	6.119951040391677e-05	0.006119951040391677
20869	1.0	4.7917964444870383e-05	0.004791796444487038
41817	1.25	2.989214912595356e-05	0.002989214912595356
11240	1.0	8.896797153024912e-05	0.008896797153024912
67658	3.0	4.4340654468059945e-05	0.004434065446805994
75052	4.0	5.3296381175718166e-05	0.005329638117571816
74902	1.3333333333333333	1.780103780050377e-05	0.001780103780050377
83309	2.0	2.4007010046933706e-05	0.0024007010046933706
84996	2.0	2.3530519083250975e-05	0.0023530519083250975
28263	1.0	3.538194813006404e-05	0.003538194813006404
78104	4.0	5.121376626037079e-05	0.0051213766260370785
58913	1.0	1.69741822687692e-05	0.00169741822687692
31376	1.0	3.187149413564508e-05	0.003187149413564508
56853	4.0	7.035688530068774e-05	0.0070356885300687745
47569	4.0	8.40883768841052e-05	0.00840883768841052
43707	2.0	4.575926053034983e-05	0.004575926053034983
72840	9.0	0.00012355848434925866	0.012355848434925865
52798	2.0	3.788022273570969e-05	0.0037880222735709687
77902	3.0	3.850992272342173e-05	0.0038509922723421732
87874	1.0	1.1379930354826228e-05	0.0011379930354826228
60427	1.0	1.6548893706455725e-05	0.0016548893706455725
46462	2.0	4.3045930007317805e-05	0.004304593000731781
31213	1.0	3.2037932912568484e-05	0.0032037932912568484
32811	1.0	3.0477583737161317e-05	0.0030477583737161316
43395	1.0	2.3044129508007835e-05	0.0023044129508007836
69770	1.0	1.4332807797047441e-05	0.001433280779704744
73467	1.0	1.3611553486599425e-05	0.0013611553486599425
62743	1.0	1.593803292797603e-05	0.001593803292797603
70439	1.0	1.4196680816025213e-05	0.0014196680816025214
72712	1.0	1.3752888106502366e-05	0.0013752888106502365
70199	1.5	2.1367825752503597e-05	0.0021367825752503598
66176	1.0	1.5111218568665377e-05	0.0015111218568665378
78375	1.0	1.2759170653907497e-05	0.0012759170653907496
74191	1.0	1.3478723834427357e-05	0.0013478723834427356
71889	1.3333333333333333	1.8547111982825374e-05	0.0018547111982825373
72395	2.0	2.762621728019891e-05	0.0027626217280198907
77769	1.3333333333333333	1.714479205510336e-05	0.0017144792055103358
75428	2.0	2.651535238903325e-05	0.002651535238903325
36174	1.0	2.76441643169127e-05	0.00276441643169127
71484	2.0	2.7978288847854064e-05	0.0027978288847854064
71344	1.0	1.4016595649248711e-05	0.0014016595649248712
77588	1.5	1.9332886528844666e-05	0.0019332886528844666
78866	5.0	6.33986762356402e-05	0.006339867623564021
73677	1.0	1.3572756762626058e-05	0.0013572756762626058
68917	1.0	1.4510207931279655e-05	0.0014510207931279656
60539	1.3333333333333333	2.2024369965366676e-05	0.0022024369965366677
64804	2.0	3.0862292451083265e-05	0.0030862292451083267
76767	2.5	3.256607656935923e-05	0.003256607656935923
53871	1.0	1.85628631360101e-05	0.00185628631360101
36513	2.0	5.4775011639689975e-05	0.005477501163968997
57515	2.0	3.4773537338085716e-05	0.0034773537338085715
31051	1.0	3.220508196193359e-05	0.0032205081961933593
29539	2.0	6.770709908933951e-05	0.006770709908933951
30359	4.0	0.00013175664547580618	0.013175664547580618
52598	1.0	1.9012129738773337e-05	0.0019012129738773338
31050	2.0	6.44122383252818e-05	0.0064412238325281795
91047	3.2	3.514668248267379e-05	0.0035146682482673787
43555	2.0	4.591895304787051e-05	0.004591895304787051
52554	1.0	1.9028047341781785e-05	0.0019028047341781784
41101	1.0	2.4330308265005718e-05	0.0024330308265005716
38184	2.5	6.547244919337943e-05	0.006547244919337943
61637	3.0	4.867206385774778e-05	0.004867206385774778
63238	2.0	3.1626553654448275e-05	0.0031626553654448275
34578	1.0	2.8920122621319915e-05	0.0028920122621319917
39874	4.0	0.00010031599538546422	0.010031599538546421
30720	2.0	6.510416666666667e-05	0.006510416666666667
64211	4.0	6.229462241671987e-05	0.006229462241671987
50044	5.0	9.991207737191271e-05	0.009991207737191272
81324	4.0	4.918597216073976e-05	0.004918597216073976
82862	1.0	1.2068258067630518e-05	0.001206825806763052
29785	1.0	3.357394661742488e-05	0.003357394661742488
69028	3.0	4.3460624674045313e-05	0.004346062467404531
54684	1.0	1.828688464633165e-05	0.001828688464633165
69819	4.0	5.729099528781564e-05	0.005729099528781564
82608	1.0	1.210536509781135e-05	0.001210536509781135
54389	4.0	7.354428285131184e-05	0.007354428285131184
55899	3.0	5.3668223045134976e-05	0.005366822304513498
43531	1.0	2.297213480048701e-05	0.002297213480048701
65347	1.0	1.5302921327681455e-05	0.0015302921327681454
83973	1.0	1.1908589665725888e-05	0.0011908589665725888
82136	4.0	4.869971754163826e-05	0.004869971754163826
52176	1.5	2.874885004599816e-05	0.002874885004599816
69785	3.0	4.298918105610088e-05	0.004298918105610088
24667	2.0	8.107998540560263e-05	0.008107998540560263
68227	1.0	1.465695399182142e-05	0.0014656953991821421
42004	5.0	0.0001190362822588325	0.011903628225883249
50157	1.0	1.993739657475527e-05	0.0019937396574755267
53187	1.0	1.880158685393047e-05	0.001880158685393047
49647	1.0	2.01422039599573e-05	0.00201422039599573
39759	4.0	0.00010060615206619884	0.010060615206619885
38537	1.5	3.8923631834341025e-05	0.0038923631834341024
28874	1.0	3.463323405139572e-05	0.003463323405139572
51215	4.0	7.810211851996486e-05	0.007810211851996486
53180	2.5	4.701015419330575e-05	0.004701015419330576
35586	2.0	5.620187714269657e-05	0.005620187714269657
50886	4.0	7.860708249813308e-05	0.007860708249813308
59575	12.0	0.0002014267729752413	0.020142677297524128
68893	1.0	1.4515262798832974e-05	0.0014515262798832974
47834	3.0	6.271689593176401e-05	0.006271689593176402
55288	5.166666666666667	9.34500554671297e-05	0.00934500554671297
51972	4.5	8.65850842761487e-05	0.00865850842761487
28735	1.5	5.2201148425265355e-05	0.005220114842526535
50084	4.0	7.986582541330565e-05	0.007986582541330564
41797	4.5	0.00010766322941837932	0.010766322941837932
54144	8.666666666666666	0.0001600669818754925	0.01600669818754925
34573	6.0	0.00017354583056142077	0.017354583056142077
43679	1.0	2.2894297030609674e-05	0.0022894297030609675
62817	2.0	3.183851505165799e-05	0.003183851505165799
30523	4.0	0.00013104871736067884	0.013104871736067884
59939	1.0	1.668362835549475e-05	0.0016683628355494752
30252	1.0	3.305566574110803e-05	0.003305566574110803
32177	2.0	6.215619852689809e-05	0.006215619852689809
20639	11.0	0.0005329715586995494	0.05329715586995494
45168	4.0	8.855827134254339e-05	0.008855827134254339
43917	8.0	0.00018216180522348977	0.018216180522348975
36778	2.0	5.438033607047691e-05	0.005438033607047691
35677	22.0	0.0006166437761022508	0.06166437761022508
41326	4.0	9.679136621013405e-05	0.009679136621013405
65639	3.0	4.5704535413397525e-05	0.004570453541339753
46732	3.0	6.41958401095609e-05	0.00641958401095609
30301	1.0	3.300221114814693e-05	0.003300221114814693
59615	4.0	6.709720707875535e-05	0.006709720707875535
59590	1.0	1.678133915086424e-05	0.001678133915086424
53912	4.0	7.419498441905327e-05	0.0074194984419053275
54344	4.0	7.360518180479906e-05	0.007360518180479906
63312	1.5	2.3692191053828658e-05	0.0023692191053828657
61606	1.0	1.6232185176768498e-05	0.0016232185176768498
32738	2.0	6.109108681043436e-05	0.0061091086810434354
47101	1.0	2.123097174157661e-05	0.002123097174157661
32127	2.0	6.225293366949918e-05	0.006225293366949917
63913	3.0	4.6938807441365604e-05	0.004693880744136561
36660	4.0	0.00010911074740861975	0.010911074740861976
25745	1.0	3.884249368809478e-05	0.003884249368809478
33968	9.0	0.00026495525200188414	0.026495525200188413
