"amplicon","sample","nreads"
"523948224be9519f4a9be272e8f83021aff46668","SRR14697722",1
"523948224be9519f4a9be272e8f83021aff46668","SRR14697779",3
"523948224be9519f4a9be272e8f83021aff46668","SRR4237419",1
"523948224be9519f4a9be272e8f83021aff46668","SRR4237420",4
"523948224be9519f4a9be272e8f83021aff46668","SRR5746604",1
"523948224be9519f4a9be272e8f83021aff46668","SRR5746619",3
"523948224be9519f4a9be272e8f83021aff46668","SRR5746637",2
"523948224be9519f4a9be272e8f83021aff46668","SRR5808588",6
"523948224be9519f4a9be272e8f83021aff46668","SRR5808600",65
"523948224be9519f4a9be272e8f83021aff46668","SRR5918464",1
"523948224be9519f4a9be272e8f83021aff46668","SRR5918762",1
"523948224be9519f4a9be272e8f83021aff46668","SRR6401040",1
"523948224be9519f4a9be272e8f83021aff46668","SRR7038685",2
"523948224be9519f4a9be272e8f83021aff46668","SRR7038707",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234180",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234445",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234448",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234451",5
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234452",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234468",2
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234470",2
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234474",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234486",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234487",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234495",4
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234499",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234508",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234512",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234524",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234525",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234538",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234539",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234541",6
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234555",2
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR4227202",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234598",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR4227165",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR4227178",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR4227194",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR4227230",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234637",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234880",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10234958",2
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10235098",4
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10235114",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10235123",2
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10235146",4
"0e52b9227be9dbdc83679211afe71b4aebb56482","ERR10235195",5
"0e52b9227be9dbdc83679211afe71b4aebb56482","SRR5746649",2
"0e52b9227be9dbdc83679211afe71b4aebb56482","SRR5915229",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","SRR5918451",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","SRR5918847",3
"0e52b9227be9dbdc83679211afe71b4aebb56482","SRR6400931",1
"0e52b9227be9dbdc83679211afe71b4aebb56482","SRR6401140",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234171",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234222",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234247",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234254",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234464",8
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234466",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234469",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234474",5
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234475",19
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234479",18
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234486",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234504",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234511",7
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234525",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234543",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234552",16
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234553",7
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234555",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234559",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234560",12
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234561",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234562",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR4227213",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234563",6
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234566",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234571",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR4227206",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234581",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234584",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234586",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR4227207",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234594",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234595",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234598",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR4227158",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234600",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234601",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234606",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234607",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234613",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234616",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234693",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10234880",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235117",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235122",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235124",32
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235127",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235130",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235149",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR10235161",7
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","ERR2238566",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5746599",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5746614",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5746682",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5916439",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5916754",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5917018",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR5917872",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6400828",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6400837",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6400891",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6400929",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401020",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401021",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401024",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401037",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401056",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401064",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401071",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401090",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401101",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401138",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401212",7
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR6401246",5
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7035934",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7036033",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7036277",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7036349",5
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7036376",2
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7036390",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7038467",1
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7038516",3
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7038603",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7038806",4
"74b2e5adc0ecaad2ed780e7c18968ee22dbacd58","SRR7038851",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234208",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234224",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234438",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234448",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234451",7
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234452",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234453",10
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234454",3
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234457",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234462",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234476",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234477",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234486",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234494",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234496",3
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234505",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234506",3
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234520",5
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234525",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234526",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234531",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234539",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234541",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234555",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234563",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234567",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234573",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234581",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227223",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227209",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234598",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227158",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227159",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234606",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234613",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227193",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227194",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227253",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227257",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR4227214",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10234880",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10235104",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10235106",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10235107",6
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10235124",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10235152",3
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR10235195",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","ERR2238564",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR5746634",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR5746669",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6400837",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6400867",4
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6401036",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6401173",5
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6401215",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6401234",4
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6471319",3
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR6471377",5
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR7033664",3
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR7035971",2
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR7036067",1
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR7036985",5
"2a7bc0dcdb4d6b37376064491dff448a90e0a69d","SRR7038766",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234201",3
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234202",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234224",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234440",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234442",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234446",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234447",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234451",5
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234458",3
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234463",6
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234467",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234472",10
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234487",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234490",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234492",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234494",3
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234495",7
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234496",4
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234497",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234507",4
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234512",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234517",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234535",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234542",8
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234543",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227202",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227225",3
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227208",3
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227226",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227209",6
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227224",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234591",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234596",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234597",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227155",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227164",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227192",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227180",6
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227156",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227193",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227238",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227250",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227251",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR4227248",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234639",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234640",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234883",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234885",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234888",4
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234889",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234890",7
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234901",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234903",12
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234910",7
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234913",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234916",18
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234926",5
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234953",12
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10234956",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10235106",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","ERR10235192",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746619",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746637",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746694",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746695",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746696",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746707",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5746708",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808593",2
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808598",4
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808614",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808615",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808616",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808617",15
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR5808619",1
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR6400905",7
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR6401180",12
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR6471307",10
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR6471537",5
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR7033729",5
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR7033763",10
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR7038763",8
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR7038779",4
"f0a5caec4a190cf3443a0ef62fb9d8dd2dd2fdeb","SRR7038793",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234224",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234401",3
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234438",3
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234440",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234446",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234451",8
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234452",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234453",6
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234454",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234461",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234470",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234472",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234473",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234476",4
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234487",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234495",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234507",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234508",6
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234510",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234512",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234514",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234517",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234535",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234537",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227210",4
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234562",4
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227213",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234571",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227222",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227227",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227209",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227220",6
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234591",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227164",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227193",2
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227241",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227246",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227247",3
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227251",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR4227249",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234666",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10234697",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235106",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235114",5
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235129",5
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235135",4
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235141",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235142",5
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235146",8
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235148",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR10235195",7
"19d6d50fc81b505690b387959faa08517a66aaff","ERR2226726",1
"19d6d50fc81b505690b387959faa08517a66aaff","ERR2226787",1
"19d6d50fc81b505690b387959faa08517a66aaff","SRR5918612",2
"19d6d50fc81b505690b387959faa08517a66aaff","SRR6400905",2
"19d6d50fc81b505690b387959faa08517a66aaff","SRR6401170",11
"19d6d50fc81b505690b387959faa08517a66aaff","SRR6401179",6
"19d6d50fc81b505690b387959faa08517a66aaff","SRR6401259",16
"19d6d50fc81b505690b387959faa08517a66aaff","SRR7034602",2
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234438",2
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234444",3
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234446",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234449",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234452",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234453",2
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234461",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234466",2
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234492",3
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234509",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234514",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234517",1
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234524",3
"3f8311070e0fb9d341ad9820aea537f3fcb56409","ERR10234526",2
