"amplicon","sample","nreads"
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234486",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234487",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234489",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234490",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234495",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234496",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234497",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234498",16
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234503",80
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234504",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234505",14
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234507",29
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234508",28
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234509",18
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234510",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234512",13
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234514",13
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234515",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234516",11
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234518",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234519",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234520",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234521",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234522",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234523",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234524",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234525",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234526",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234528",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234529",14
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234531",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234532",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234535",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234537",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234538",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234539",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234540",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234542",13
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234543",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234545",20
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234546",12
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234547",76
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227196",24
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234551",36
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227195",27
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234552",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234553",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234554",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234557",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234558",31
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227200",26
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234559",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227210",46
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234560",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227211",20
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234561",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234562",46
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227213",29
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234563",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227212",49
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227197",27
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227199",54
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227202",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234567",22
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234568",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234569",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227205",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234570",31
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234571",35
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227222",28
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234572",13
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227225",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227206",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234574",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234575",28
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234580",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227208",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227221",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234581",16
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234582",25
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234583",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227223",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227226",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234587",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227227",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227207",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227209",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227220",24
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227219",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234590",12
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234591",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234592",11
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234594",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234595",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234598",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234599",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227158",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227159",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227165",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227166",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227154",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227155",13
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227164",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227160",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227228",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227229",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234606",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234607",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227191",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227192",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227179",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227180",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227156",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227157",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234613",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227178",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227182",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227193",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227194",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227238",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227239",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227247",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234618",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227250",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227251",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227248",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227249",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227252",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227253",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227256",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227257",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227254",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227255",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227214",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227215",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227217",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR4227233",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234625",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234626",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234632",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234635",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234686",25
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234696",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234697",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234706",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234830",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234880",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234940",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235092",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235094",8
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235095",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235097",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235098",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235099",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235101",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235106",16
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235107",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235115",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235117",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235119",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235123",34
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235126",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235127",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235129",40
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235131",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235132",39
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235134",31
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235135",33
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235141",13
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235146",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235148",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235149",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235152",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235155",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235158",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235162",12
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235182",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235192",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10235195",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR10234081",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2220170",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2220247",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223225",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223264",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223276",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223282",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223284",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223290",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223300",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223302",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223309",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2223340",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2231757",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2231760",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2231770",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2231773",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2231776",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","ERR2238565",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR14695964",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR14696123",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR14696116",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR14697906",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR14697604",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR14697872",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR4237419",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR4237420",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5741929",15
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746592",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746599",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746612",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746614",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746619",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746663",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746670",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746677",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746678",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746679",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746690",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746694",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746695",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5746708",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5808584",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5808586",47
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5808589",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5808598",10
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5808602",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5808606",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5915338",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5915668",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5915691",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5915794",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5915809",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5915836",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916427",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916505",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916623",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916754",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916797",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916922",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916945",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5916950",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5917033",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5917271",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5917337",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918424",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918457",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918464",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918496",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918521",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918577",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918591",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918602",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918610",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918614",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918782",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5918836",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5924547",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5924602",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5924607",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR5924680",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6400874",23
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6400886",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401012",16
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401035",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401040",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401075",15
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401080",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401143",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401183",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401236",9
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401285",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6401489",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6471307",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6471308",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6471503",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR6471563",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033691",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033763",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033765",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033827",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033835",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033942",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7033948",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7034013",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7034122",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7034136",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7034185",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7034260",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7036033",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7036095",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7036252",6
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7036277",2
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7037000",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038416",1
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038421",7
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038423",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038601",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038700",4
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038702",3
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038838",5
"798905c86b7d6b4ffd499fd5c90e939eb96f1d00","SRR7038897",7
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234167",2
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234202",37
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234207",1
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234216",3
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234218",3
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234220",8
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234224",6
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234227",2
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234235",6
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234438",152
"cdabba0ee85e45352c5df2e845248e365c26cedb","ERR10234440",25
