"sample","n_dino_asvs_rarefied"
"SRR7033737",303
"SRR7033747",567
"SRR7033763",684
"SRR7033765",925
"SRR7033767",655
"SRR7033770",333
"SRR7033774",493
"SRR7033776",413
"SRR7033777",488
"SRR7033779",415
"SRR7033786",453
"SRR7033788",536
"SRR7033789",416
"SRR7033794",341
"SRR7033795",444
"SRR7033796",421
"SRR7033799",389
"SRR7033802",391
"SRR7033805",355
"SRR7033808",587
"SRR7033811",586
"SRR7033814",340
"SRR7033816",617
"SRR7033819",663
"SRR7033821",588
"SRR7033824",502
"SRR7033827",661
"SRR7033830",653
"SRR7033832",663
"SRR7033835",490
"SRR7033837",227
"SRR7033838",475
"SRR7033841",555
"SRR7033844",580
"SRR7033846",468
"SRR7033849",608
"SRR7033853",530
"SRR7033858",473
"SRR7033859",497
"SRR7033862",595
"SRR7033865",389
"SRR7033870",450
"SRR7033877",615
"SRR7033879",552
"SRR7033880",617
"SRR7033882",732
"SRR7033886",342
"SRR7033889",363
"SRR7033893",476
"SRR7033894",469
"SRR7033902",492
"SRR7033911",481
"SRR7033913",465
"SRR7033916",448
"SRR7033919",596
"SRR7033925",439
"SRR7033933",493
"SRR7033934",575
"SRR7033936",241
"SRR7033941",640
"SRR7033942",614
"SRR7033947",586
"SRR7033948",573
"SRR7033952",347
"SRR7033957",267
"SRR7033958",406
"SRR7033961",398
"SRR7033962",600
"SRR7033968",435
"SRR7033969",729
"SRR7033971",558
"SRR7033975",563
"SRR7033980",358
"SRR7033983",289
"SRR7033988",246
"SRR7033994",341
"SRR7033997",459
"SRR7034004",493
"SRR7034005",552
"SRR7034008",446
"SRR7034013",413
"SRR7034015",439
"SRR7034018",508
"SRR7034019",368
"SRR7034024",421
"SRR7034025",646
"SRR7034027",442
"SRR7034029",509
"SRR7034036",467
"SRR7034039",629
"SRR7034042",168
"SRR7034045",250
"SRR7034051",366
"SRR7034052",328
"SRR7034054",388
"SRR7034061",469
"SRR7034062",453
"SRR7034067",423
"SRR7034068",580
"SRR7034072",354
"SRR7034074",383
"SRR7034081",397
"SRR7034082",305
"SRR7034084",642
"SRR7034089",557
"SRR7034094",460
"SRR7034096",516
"SRR7034098",413
"SRR7034105",266
"SRR7034107",377
"SRR7034111",485
"SRR7034112",452
"SRR7034117",462
"SRR7034119",344
"SRR7034122",492
"SRR7034125",621
"SRR7034129",490
"SRR7034134",454
"SRR7034136",613
"SRR7034139",543
"SRR7034140",596
"SRR7034145",554
"SRR7034146",534
"SRR7034147",499
"SRR7034150",370
"SRR7034155",428
"SRR7034157",608
"SRR7034160",523
"SRR7034163",587
"SRR7034168",649
"SRR7034170",596
"SRR7034173",582
"SRR7034176",609
"SRR7034178",401
"SRR7034181",396
"SRR7034182",549
"SRR7034185",590
"SRR7034187",514
"SRR7034194",533
"SRR7034197",536
"SRR7034199",375
"SRR7034204",444
"SRR7034206",686
"SRR7034209",734
"SRR7034211",595
"SRR7034217",415
"SRR7034218",411
"SRR7034222",424
"SRR7034227",638
"SRR7034228",652
"SRR7034232",577
"SRR7034235",462
"SRR7034239",562
"SRR7034242",577
"SRR7034244",484
"SRR7034247",450
"SRR7034249",414
"SRR7034252",373
"SRR7034254",545
"SRR7034257",598
"SRR7034260",595
"SRR7034263",622
"SRR7034264",696
"SRR7034265",406
"SRR7034283",484
"SRR7034285",513
"SRR7034286",255
"SRR7034288",413
"SRR7034297",442
"SRR7034303",203
"SRR7034310",234
"SRR7034312",219
"SRR7034313",261
"SRR7034318",271
"SRR7034324",127
"SRR7034327",529
"SRR7034329",451
"SRR7034333",431
"SRR7034336",351
"SRR7034337",437
"SRR7034342",437
"SRR7034345",458
"SRR7034348",615
"SRR7034356",325
"SRR7034361",333
"SRR7034364",291
"SRR7034367",512
"SRR7034372",447
"SRR7034373",383
"SRR7034378",344
"SRR7034381",362
"SRR7034384",365
"SRR7034402",393
"SRR7034405",413
"SRR7034407",381
"SRR7034411",387
"SRR7034415",426
"SRR7034416",404
"SRR7034420",407
"SRR7034425",709
"SRR7034430",652
"SRR7034431",701
"SRR7034435",263
"SRR7034447",351
"SRR7034454",418
"SRR7034457",346
"SRR7034460",389
"SRR7034462",453
"SRR7034468",359
"SRR7034472",614
"SRR7034474",92
"SRR7034477",576
"SRR7034479",407
"SRR7034480",409
"SRR7034482",438
"SRR7034485",386
"SRR7034488",479
"SRR7034494",217
"SRR7034496",240
"SRR7034499",266
"SRR7034502",323
"SRR7034506",562
"SRR7034509",595
"SRR7034512",520
"SRR7034524",542
"SRR7034526",99
"SRR7034537",247
"SRR7034539",239
"SRR7034542",274
"SRR7034545",361
"SRR7034548",495
"SRR7034556",600
"SRR7034558",579
"SRR7034565",461
"SRR7034568",310
"SRR7034570",350
"SRR7034571",296
"SRR7034575",373
"SRR7034597",392
"SRR7034602",256
"SRR7034607",278
"SRR7034610",340
"SRR7034616",322
"SRR7034618",357
"SRR7034621",382
"SRR7034624",208
"SRR7034627",332
"SRR7034632",417
"SRR7034635",473
"SRR7034638",273
"SRR7034640",688
"SRR7034643",540
"SRR7034646",485
"SRR7034648",49
"SRR7034659",184
"SRR7034660",217
"SRR7034665",278
"SRR7034669",506
"SRR7034670",76
"SRR7034674",501
"SRR7034681",546
"SRR7034682",484
"SRR7034685",452
"SRR7034687",490
"SRR7034695",412
"SRR7034699",239
"SRR7034707",709
"SRR7034725",538
"SRR7034727",502
"SRR7034734",508
"SRR7034735",497
"SRR7034737",401
"SRR7034744",461
"SRR7034746",153
"SRR7034762",41
"SRR7034810",80
"SRR7034837",93
"SRR7034851",71
"SRR7034853",64
"SRR7034871",82
"SRR7034873",67
"SRR7034901",130
"SRR7034940",66
"SRR7034992",40
"SRR7035006",99
"SRR7035053",84
"SRR7035136",69
"SRR7035138",42
"SRR7035140",53
"SRR7035150",73
"SRR7035154",36
"SRR7035159",60
"SRR7035195",89
"SRR7035208",69
"SRR7035227",79
"SRR7035241",19
"SRR7035243",15
"SRR7035265",107
"SRR7035267",153
"SRR7035269",122
"SRR7035273",227
"SRR7035275",24
"SRR7035289",105
"SRR7035291",146
"SRR7035293",129
"SRR7035295",112
"SRR7035297",161
"SRR7035300",188
"SRR7035302",114
"SRR7035304",88
"SRR7035306",54
"SRR7035307",180
"SRR7035309",64
"SRR7035319",122
"SRR7035321",86
"SRR7035323",55
"SRR7035325",52
"SRR7035328",104
"SRR7035331",69
"SRR7035352",190
"SRR7035379",16
"SRR7035393",106
"SRR7035399",45
"SRR7035401",147
"SRR7035403",210
"SRR7035429",133
"SRR7035431",211
"SRR7035433",157
"SRR7035435",218
"SRR7035437",248
"SRR7035442",45
"SRR7035444",82
"SRR7035446",59
"SRR7035448",55
"SRR7035452",59
"SRR7035463",175
"SRR7035465",104
"SRR7035467",179
"SRR7035473",66
"SRR7035475",60
"SRR7035483",190
"SRR7035505",172
"SRR7035507",171
"SRR7035509",237
"SRR7035511",148
"SRR7035513",226
"SRR7035528",71
"SRR7035530",290
"SRR7035532",303
"SRR7035535",5
"SRR7035542",205
"SRR7035544",162
"SRR7035546",152
"SRR7035552",164
"SRR7035554",160
"SRR7035556",180
"SRR7035558",169
"SRR7035560",144
"SRR7035567",112
"SRR7035571",61
"SRR7035575",74
"SRR7035577",72
"SRR7035592",275
"SRR7035594",77
"SRR7035596",72
"SRR7035598",46
"SRR7035600",177
"SRR7035618",57
"SRR7035629",162
"SRR7035634",290
"SRR7035645",41
"SRR7035647",41
"SRR7035649",149
"SRR7035668",100
"SRR7035692",66
"SRR7035715",67
"SRR7035717",236
"SRR7035719",98
"SRR7035721",238
"SRR7035725",23
"SRR7035815",44
"SRR7035846",66
"SRR7035875",48
"SRR7035910",947
"SRR7035915",937
"SRR7035916",763
"SRR7035919",946
"SRR7035921",549
"SRR7035922",538
"SRR7035929",530
"SRR7035931",804
"SRR7035932",670
"SRR7035934",770
"SRR7035939",761
"SRR7035941",306
"SRR7035945",53
"SRR7035946",184
"SRR7035953",156
"SRR7035955",376
"SRR7035956",335
"SRR7035960",672
"SRR7035962",975
"SRR7035969",914
"SRR7035971",787
"SRR7035972",572
"SRR7035974",892
"SRR7035980",333
"SRR7035985",377
"SRR7035987",79
"SRR7035991",78
"SRR7035993",118
"SRR7035999",214
"SRR7036000",124
"SRR7036005",258
"SRR7036010",239
"SRR7036013",67
"SRR7036016",793
"SRR7036021",793
"SRR7036023",707
"SRR7036024",1020
"SRR7036027",792
"SRR7036028",680
"SRR7036031",710
"SRR7036033",786
"SRR7036037",509
"SRR7036039",366
"SRR7036045",490
"SRR7036048",560
"SRR7036049",859
"SRR7036052",784
"SRR7036055",541
"SRR7036058",730
"SRR7036059",705
"SRR7036061",351
"SRR7036066",962
"SRR7036067",815
"SRR7036070",545
"SRR7036072",618
"SRR7036078",660
"SRR7036079",727
"SRR7036084",669
"SRR7036086",369
"SRR7036089",340
"SRR7036090",659
"SRR7036095",643
"SRR7036096",781
"SRR7036100",458
"SRR7036101",652
"SRR7036104",733
"SRR7036105",858
"SRR7036112",339
"SRR7036113",360
"SRR7036118",372
"SRR7036122",923
"SRR7036126",915
"SRR7036127",957
"SRR7036129",1003
"SRR7036132",290
"SRR7036135",88
"SRR7036138",99
"SRR7036143",338
"SRR7036146",210
"SRR7036147",284
"SRR7036149",220
"SRR7036157",140
"SRR7036159",243
"SRR7036164",305
"SRR7036168",222
"SRR7036170",235
"SRR7036174",57
"SRR7036178",789
"SRR7036180",737
"SRR7036183",883
"SRR7036185",490
"SRR7036188",650
"SRR7036192",512
"SRR7036195",570
"SRR7036198",369
"SRR7036201",143
"SRR7036204",68
"SRR7036207",731
"SRR7036210",832
"SRR7036213",947
"SRR7036218",655
"SRR7036221",837
"SRR7036224",928
"SRR7036231",582
"SRR7036233",714
"SRR7036235",730
"SRR7036238",691
"SRR7036240",724
"SRR7036246",348
"SRR7036249",458
"SRR7036252",718
"SRR7036254",642
"SRR7036260",784
"SRR7036262",874
"SRR7036263",598
"SRR7036266",582
"SRR7036268",891
"SRR7036272",709
"SRR7036275",493
"SRR7036277",873
"SRR7036278",803
"SRR7036283",424
"SRR7036284",482
"SRR7036294",818
"SRR7036296",778
"SRR7036299",894
"SRR7036300",695
"SRR7036303",646
"SRR7036306",648
"SRR7036309",616
"SRR7036310",599
"SRR7036312",646
"SRR7036315",446
"SRR7036321",388
"SRR7036324",229
"SRR7036327",159
"SRR7036328",308
"SRR7036331",484
"SRR7036333",500
"SRR7036334",439
"SRR7036336",624
"SRR7036340",993
"SRR7036343",948
"SRR7036346",1016
"SRR7036349",881
"SRR7036350",765
"SRR7036355",655
"SRR7036356",875
"SRR7036359",768
"SRR7036361",498
"SRR7036366",795
"SRR7036368",593
"SRR7036370",828
"SRR7036375",934
"SRR7036376",816
"SRR7036381",976
"SRR7036383",710
"SRR7036384",828
"SRR7036388",547
"SRR7036390",800
"SRR7036397",643
"SRR7036399",338
"SRR7036402",109
"SRR7036908",172
"SRR7036910",184
"SRR7036912",135
"SRR7036914",146
"SRR7036916",147
"SRR7036919",198
"SRR7036921",68
"SRR7036923",149
"SRR7036927",63
"SRR7036928",185
"SRR7036930",177
"SRR7036932",92
"SRR7036934",66
"SRR7036940",461
"SRR7036942",169
"SRR7036944",338
"SRR7036946",582
"SRR7036949",261
"SRR7036951",225
"SRR7036953",256
"SRR7036955",235
"SRR7036957",265
"SRR7036959",419
"SRR7036963",665
"SRR7036972",32
"SRR7036976",803
"SRR7036979",285
"SRR7036981",418
"SRR7036983",743
"SRR7036985",612
"SRR7036987",122
"SRR7036989",281
"SRR7036991",216
"SRR7036993",205
"SRR7036995",201
"SRR7036997",177
"SRR7036998",690
"SRR7037000",793
"SRR7037002",309
"SRR7037004",411
"SRR7037006",276
"SRR7037009",109
"SRR7037011",552
"SRR7037013",626
"SRR7037015",747
"SRR7037017",393
"SRR7037019",30
"SRR7037021",118
"SRR7037023",124
"SRR7037025",166
"SRR7037027",138
"SRR7037028",365
"SRR7038411",476
"SRR7038414",414
"SRR7038416",697
"SRR7038418",695
"SRR7038421",735
"SRR7038422",869
"SRR7038423",785
"SRR7038431",384
"SRR7038432",236
"SRR7038437",358
"SRR7038438",206
"SRR7038443",700
"SRR7038444",689
"SRR7038449",720
"SRR7038462",484
"SRR7038465",468
"SRR7038467",561
"SRR7038470",511
"SRR7038472",792
"SRR7038475",684
"SRR7038478",691
"SRR7038481",665
"SRR7038485",683
"SRR7038486",650
"SRR7038491",721
"SRR7038494",503
"SRR7038501",389
"SRR7038502",406
"SRR7038505",244
"SRR7038507",177
"SRR7038509",298
"SRR7038516",698
"SRR7038519",549
"SRR7038523",638
"SRR7038536",628
"SRR7038537",764
"SRR7038538",655
"SRR7038541",653
"SRR7038543",637
"SRR7038546",896
"SRR7038552",637
"SRR7038554",358
"SRR7038557",620
"SRR7038558",624
"SRR7038561",557
"SRR7038563",413
"SRR7038565",676
"SRR7038566",578
"SRR7038568",326
"SRR7038571",182
"SRR7038577",578
"SRR7038578",687
"SRR7038582",660
"SRR7038589",387
"SRR7038591",606
"SRR7038593",678
"SRR7038599",752
"SRR7038601",793
"SRR7038603",711
"SRR7038605",232
"SRR7038608",707
"SRR7038610",344
"SRR7038612",731
"SRR7038617",693
"SRR7038618",497
"SRR7038623",427
"SRR7038624",678
"SRR7038630",462
"SRR7038636",656
"SRR7038638",277
"SRR7038640",375
"SRR7038643",731
"SRR7038650",743
"SRR7038652",656
"SRR7038653",631
"SRR7038656",322
"SRR7038657",341
"SRR7038662",362
"SRR7038663",516
"SRR7038665",662
"SRR7038666",521
"SRR7038673",613
"SRR7038674",645
"SRR7038676",324
"SRR7038680",805
"SRR7038685",919
"SRR7038686",388
"SRR7038693",540
"SRR7038694",225
"SRR7038697",450
"SRR7038699",606
"SRR7038700",555
"SRR7038702",647
"SRR7038707",834
"SRR7038712",730
"SRR7038715",633
"SRR7038720",522
"SRR7038725",243
"SRR7038728",235
"SRR7038731",236
"SRR7038735",297
"SRR7038737",277
"SRR7038740",282
"SRR7038742",286
"SRR7038743",481
"SRR7038748",875
"SRR7038751",847
"SRR7038754",475
"SRR7038755",437
"SRR7038762",438
"SRR7038763",560
"SRR7038766",567
"SRR7038767",599
"SRR7038772",491
"SRR7038774",858
"SRR7038777",671
"SRR7038779",607
"SRR7038780",801
"SRR7038783",728
"SRR7038793",749
"SRR7038796",743
"SRR7038798",784
"SRR7038804",185
"SRR7038806",567
"SRR7038811",621
"SRR7038816",630
"SRR7038821",232
"SRR7038822",263
"SRR7038828",436
"SRR7038830",434
"SRR7038833",454
"SRR7038838",538
"SRR7038840",815
"SRR7038844",534
"SRR7038847",573
"SRR7038849",682
"SRR7038851",736
"SRR7038855",324
"SRR7038857",451
"SRR7038860",324
"SRR7038866",316
"SRR7038867",364
"SRR7038872",377
"SRR7038873",370
"SRR7038876",584
"SRR7038877",624
"SRR7038880",503
"SRR7038883",632
"SRR7038888",499
"SRR7038893",680
"SRR7038897",828
"SRR7038900",848
"SRR7038907",464
"SRR8812884",144
"SRR8812886",197
"SRR8812888",149
"SRR8812926",86
"SRR8812930",193
"SRR8812931",190
"SRR8812933",178
"SRR8812935",212
"SRR8812939",114
"SRR8812941",75
"SRR8812943",167
"SRR8812945",162
"SRR8812966",100
"SRR8812968",293
"SRR8812972",115
"SRR8812974",285
"SRR8812984",164
"SRR8812986",195
"SRR8812988",145
"SRR8812990",162
"SRR8812992",160
"SRR8812997",152
"SRR8813000",351
"SRR8813002",272
"SRR8813004",190
"SRR8813006",347
"SRR8813029",148
"SRR8813031",344
"SRR8813033",294
"SRR8813037",420
"SRR8813040",363
"SRR8813042",208
"SRR8813045",197
"SRR8813049",254
"SRR8813051",287
"SRR8813054",94
"SRR8813066",69
"SRR8813068",226
"SRR8813070",197
"SRR8813072",216
"SRR8813076",312
"SRR8813078",323
"SRR8813080",240
"SRR8813082",245
"SRR8813085",209
"SRR8813087",301
"SRR8813094",67
"SRR8813096",320
"SRR8813098",296
"SRR8813100",160
"SRR8813102",174
"SRR8813104",132
"SRR8813109",268
"SRR8813111",266
"SRR8813114",287
"SRR8813116",299
"SRR8813118",168
"SRR8813120",182
"SRR8813122",166
"SRR8813124",168
"SRR8813125",131
"SRR8813127",213
"SRR8813129",251
"SRR8813131",159
"SRR8813133",278
"SRR8813139",120
"SRR8813141",455
"SRR8813143",160
"SRR8813145",96
"SRR8813147",94
"SRR8813149",132
"SRR8813151",125
"SRR8813160",224
"SRR8813170",305
"SRR8813172",309
"SRR8813174",230
"SRR8813176",144
"SRR8813178",145
"SRR8813180",151
"SRR8813206",244
"SRR8813211",233
"SRR8813213",110
"SRR8813214",364
"SRR8813216",117
"SRR8813218",190
"SRR8813220",262
"SRR8813222",234
"SRR8813224",248
"SRR8813232",177
"SRR8813234",291
"SRR8813236",48
"SRR8813241",328
"SRR8813243",234
"SRR8813245",189
"SRR8813247",172
"SRR8813249",190
"SRR8813251",259
"SRR8813253",256
"SRR8813271",181
"SRR8813273",191
"SRR8813275",196
"SRR8813277",346
"SRR8813283",242
"SRR8813284",274
"SRR8813287",173
"SRR8813288",344
"SRR8813291",195
"SRR8813293",138
"SRR8813295",217
"SRR8813296",285
"SRR8813298",243
"SRR8813300",363
"SRR8813307",194
"SRR8813320",324
"SRR8813322",285
"SRR8813330",397
"SRR8813344",497
"SRR8813346",432
"SRR8813348",443
"SRR8813353",388
"SRR8813365",208
"SRR8813367",302
"SRR8813369",507
"SRR8813375",280
"SRR8813377",249
"SRR8813379",177
"SRR8813381",135
"SRR8817429",409
"SRR8817431",381
"SRR8817433",379
"SRR8817435",209
"SRR8817643",120
"SRR8817645",131
"SRR8817647",143
"SRR8817670",269
"SRR8817673",266
"SRR8817675",225
"SRR8817720",291
"SRR8817722",214
"SRR8817724",298
"SRR8817726",222
"SRR8817799",179
"SRR8817801",338
"SRR8817807",334
"SRR8817856",332
"SRR8817858",174
"SRR8818046",67
"SRR8818048",270
"SRR8820780",196
"SRR8820787",163
"SRR8820789",185
"SRR8820791",232
"SRR8820794",129
"SRR8820797",93
"SRR8820799",214
"SRR8820801",220
"SRR8820803",82
"SRR8820808",201
"SRR8820809",143
"SRR8820811",172
"SRR8820813",182
"SRR8820818",65
"SRR8820819",73
"SRR8820821",222
"SRR8820823",154
"SRR8820825",229
"SRR8820827",235
"SRR8820834",257
"SRR8820835",335
"SRR8820838",70
"SRR8820840",40
"SRR8820842",80
"SRR8820843",136
"SRR8820847",183
"SRR8820848",75
"SRR8820850",71
"SRR8820854",75
"SRR8820860",192
"SRR8820865",341
"SRR8820868",61
"SRR8820870",156
"SRR8820872",180
"SRR8820874",182
"SRR8820883",112
"SRR8820884",77
"SRR8820886",185
"SRR8820888",109
"SRR8820904",225
"SRR8820906",152
"SRR8820908",223
"SRR8820910",211
"SRR8820912",251
"SRR8820915",183
"SRR8820917",171
"SRR8820921",151
"SRR8820936",125
"SRR8820942",202
"SRR8820944",115
"SRR8820947",57
"SRR8820949",87
"SRR8820951",185
"SRR8820953",161
"SRR8820955",141
"SRR8820956",116
"SRR8820958",59
"SRR8820961",261
"SRR8820963",283
"SRR8820965",107
"SRR8820969",83
"SRR8820971",248
"SRR8820975",218
"SRR8820980",78
"SRR8820981",133
"SRR8820983",199
"SRR8820985",170
"SRR8820987",185
"SRR8820992",226
"SRR8820995",147
"SRR8820997",280
"SRR8820998",323
"SRR8820999",128
"SRR8821000",55
"SRR8821001",213
"SRR8821003",233
"SRR8821007",187
"SRR8821009",67
"SRR8821011",105
"SRR8821013",113
"SRR8821015",81
"SRR8821017",130
"SRR8821020",200
"SRR8821025",245
"SRR8821028",88
"SRR8821030",110
"SRR8821032",117
"SRR8821034",102
"SRR8821047",105
"SRR8821051",140
"SRR8821053",269
"SRR8821061",188
"SRR8821063",192
"SRR8821065",194
"SRR8821066",81
"SRR8821067",261
"SRR8821070",201
"SRR8821073",155
"SRR8821075",159
"SRR8821080",135
"SRR8821082",108
"SRR8821084",131
"SRR8821086",132
"SRR8821088",169
"SRR8821093",88
"SRR8821094",211
"SRR8821099",137
"SRR8821101",124
"SRR8821103",135
"SRR8821105",132
"SRR8821109",160
"SRR8821111",260
"SRR8821113",120
"SRR8821115",161
"SRR8821117",199
"ERR10028100",153
"ERR10028101",194
"ERR10028102",128
"ERR10028103",146
"ERR10028104",160
"ERR10028105",119
"ERR2112707",69
"ERR2230340",40
"ERR2232115",36
"ERR2232140",55
"ERR2247272",12
"ERR2247276",14
"ERR2247288",21
"ERR2357255",153
"ERR2357256",115
"ERR2357258",58
"ERR2357280",86
"SRR2770351",17
"SRR2770352",36
"SRR5753752",33
"SRR6400979",44
"SRR6401048",81
"SRR6401164",45
"SRR6401221",56
"SRR6401300",34
"ERR2112708",161
"ERR2220166",147
"ERR2220181",261
"ERR2220207",238
"ERR2220210",278
"ERR2220215",80
"ERR2220229",333
"ERR2220236",240
"ERR2220237",477
"SRR3735272",18
"SRR5915103",183
"SRR6400833",43
"SRR6401115",51
"SRR6401223",55
"SRR6401286",29
"SRR6471254",106
"SRR7033507",104
"SRR7034613",48
"SRR6401228",46
"SRR6400851",54
"SRR6400965",47
"SRR6401087",23
"SRR6401222",34
"SRR6401190",62
"SRR7035813",50
"ERR2261816",5
"ERR2306819",63
"SRR3735290",319
"SRR5753734",38
"SRR5753735",36
"SRR5753740",47
"SRR5753744",35
"SRR5753745",27
"SRR5753749",37
"SRR5753753",25
"SRR5753754",34
"SRR6400896",60
"ERR2226848",116
"ERR2357281",97
"SRR6401396",125
"SRR7035373",13
"SRR7035662",14
"SRR7035664",15
"SRR7035685",10
"SRR14698718",46
"ERR2220221",23
"SRR7035317",58
"SRR7035334",69
"SRR7035666",27
"SRR8812924",75
"SRR14698524",26
"SRR14698600",39
"SRR14698595",24
"SRR14698586",40
"SRR14698689",35
"SRR14698709",34
"SRR14698713",42
"SRR14698715",35
"SRR14698730",40
"SRR14698509",37
"SRR14698643",32
"SRR14698537",30
"SRR14698634",32
"ERR2225530",43
"ERR2225534",28
"ERR2225540",31
"ERR2225546",44
"ERR2225552",42
"ERR2225554",49
"ERR2225579",38
"ERR2225582",29
"ERR2225610",64
"ERR2232241",9
"ERR2304642",23
"SRR5313378",19
"SRR5313382",8
"SRR5313386",8
"SRR5313390",14
"SRR5313395",7
"SRR5313396",13
"SRR5313412",19
"SRR6401086",37
"SRR5313411",6
"ERR2357254",120
"ERR2357271",95
"SRR1026861",11
"SRR7035427",33
"SRR7035416",25
"SRR7035660",14
"SRR7035119",42
"ERR2304654",7
"ERR2225531",35
"ERR2225542",42
"ERR2225558",41
"SRR7035245",14
"SRR7035537",15
"SRR7035578",14
"SRR7035733",12
"SRR7035738",12
"SRR7035287",14
"SRR7035679",8
"SRR7035727",13
"SRR7035736",17
"ERR2261818",4
"SRR7035263",13
"SRR7035276",15
"ERR2261815",4
"SRR7035572",13
"ERR2225555",51
"ERR2225588",30
"SRR7035731",20
"SRR7035390",19
"ERR2261819",2
"ERR2233088",9
"ERR2233097",10
"ERR2233101",7
"ERR2357267",79
"ERR2357276",57
"ERR2219928",1
"ERR2219929",3
"ERR2219930",3
"ERR2219931",2
"SRR7035683",16
"SRR7035729",15
"SRR7035590",10
